course_ref,credits,final_grade,grade_status,source_id,student_ref,term_code
c-6d476327b7ff,2.0,4.61,Không đạt,v59-empty-program-students,s-368254b2345c,2022-2023-T1
c-d69942ea8ec3,3.0,6.1,[C - ],v59-empty-program-students,s-368254b2345c,2022-2023-T1
c-efc335d9876f,3.0,6.04,[C - ],v59-empty-program-students,s-368254b2345c,2022-2023-T1
c-15928e60cd66,3.0,7.05,[B - ],v59-empty-program-students,s-368254b2345c,2022-2023-T2
c-278ae2bd5159,3.0,5.98,[C - ],v59-empty-program-students,s-368254b2345c,2022-2023-T2
c-8cbab9380a66,3.0,6.28,[C - ],v59-empty-program-students,s-368254b2345c,2022-2023-T2
c-fdbfbb32b6fa,3.0,6.51,[C+ - ],v59-empty-program-students,s-368254b2345c,2022-2023-T2
c-a16b5fe31844,3.0,7.53,[B - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T1
c-d025e924c7e3,3.0,7.86,[B - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T1
c-e529aa7d71ea,3.0,5.1,[D+ - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T1
c-fb4cb562d882,3.0,7.69,[B - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T1
c-206c22d80ee4,3.0,7.19,[B - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T2
c-525050c79fc9,3.0,6.86,[C+ - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T2
c-598f78d3cc5d,3.0,7.62,[B - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T2
c-7dda17934fb4,3.0,7.97,[B - ],v59-empty-program-students,s-36ce47e1bf81,2022-2023-T2
c-58aeddec0cb7,3.0,7.18,[B - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T1
c-687605df8cc5,3.0,5.38,[D+ - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T1
c-69dd8d388b10,3.0,5.58,[C - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T1
c-a9791717ad04,3.0,6.18,[C - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T1
c-4724f9f0a18a,3.0,6.85,[C+ - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T2
c-689b757149c8,3.0,5.2,[D+ - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T2
c-8cab6a6a241b,3.0,7.53,[B - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T2
c-fb8133158894,3.0,7.07,[B - ],v59-empty-program-students,s-3712e01898d0,2022-2023-T2
c-18335b9221f8,3.0,6.88,[C+ - ],v59-empty-program-students,s-38a4991628e3,2022-2023-T1
c-78b900e0cd43,3.0,7.17,[B - ],v59-empty-program-students,s-38a4991628e3,2022-2023-T1
c-8ea6b1fc46f9,3.0,7.4,[B - ],v59-empty-program-students,s-38a4991628e3,2022-2023-T1
c-a84c477e8ffa,2.0,6.08,[C - ],v59-empty-program-students,s-38a4991628e3,2022-2023-T1
c-0c4bf91a4757,3.0,4.56,Không đạt,v59-empty-program-students,s-38a4991628e3,2022-2023-T2
c-3c642c342063,3.0,5.0,Không đạt,v59-empty-program-students,s-38a4991628e3,2022-2023-T2
c-4b95413bc861,3.0,6.09,[C - ],v59-empty-program-students,s-38a4991628e3,2022-2023-T2
c-c8df0951f85d,3.0,5.89,[C - ],v59-empty-program-students,s-38a4991628e3,2022-2023-T2
c-24b40e96e649,3.0,7.1,[B - ],v59-empty-program-students,s-38c36768a148,2022-2023-T1
c-49cd8524f43b,3.0,7.43,[B - ],v59-empty-program-students,s-38c36768a148,2022-2023-T1
c-4f17bd0d9e06,2.0,6.74,[C+ - ],v59-empty-program-students,s-38c36768a148,2022-2023-T1
c-ce7696dc507b,3.0,7.36,[B - ],v59-empty-program-students,s-38c36768a148,2022-2023-T1
c-5c99061f6d93,3.0,7.67,[B - ],v59-empty-program-students,s-38c36768a148,2022-2023-T2
c-accdf04d71c7,3.0,5.29,[D+ - ],v59-empty-program-students,s-38c36768a148,2022-2023-T2
c-bda15fbe89c4,3.0,6.46,[C - ],v59-empty-program-students,s-38c36768a148,2022-2023-T2
c-edfb2310f64c,2.0,4.96,Không đạt,v59-empty-program-students,s-38c36768a148,2022-2023-T2
c-0d57376c7932,3.0,4.84,Không đạt,v59-empty-program-students,s-39d566764840,2022-2023-T1
c-bb77e33f05a3,3.0,4.66,Không đạt,v59-empty-program-students,s-39d566764840,2022-2023-T1
c-d517578c3852,3.0,4.88,Không đạt,v59-empty-program-students,s-39d566764840,2022-2023-T1
c-f031e6d52025,3.0,5.66,[C - ],v59-empty-program-students,s-39d566764840,2022-2023-T1
c-085d0c6dfea9,3.0,6.26,[C - ],v59-empty-program-students,s-39d566764840,2022-2023-T2
c-0a7160e77eca,2.0,5.64,[C - ],v59-empty-program-students,s-39d566764840,2022-2023-T2
c-2b13d2b5c675,3.0,7.11,[B - ],v59-empty-program-students,s-39d566764840,2022-2023-T2
c-a49c7cfcbc53,2.0,5.94,[C - ],v59-empty-program-students,s-39d566764840,2022-2023-T2
c-1091f999f503,3.0,7.47,[B - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T1
c-4477ddfd47ac,3.0,5.65,[C - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T1
c-50e4299d7d67,3.0,7.85,[B - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T1
c-67c5af33c442,3.0,7.8,[B - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T1
c-7c550b82f3c1,3.0,6.2,[C - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T2
c-e40c65cf8ee1,3.0,6.26,[C - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T2
c-e9f629410bf2,3.0,7.77,[B - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T2
c-fd36ef36d3cf,2.0,7.05,[B - ],v59-empty-program-students,s-3a234bb37467,2022-2023-T2
c-2c3eaaf45ed7,3.0,6.44,[C - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T1
c-65ebd27bd5be,2.0,6.38,[C - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T1
c-b023f45e45c4,3.0,7.69,[B - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T1
c-ebd72c6409f4,3.0,8.03,[B+ - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T1
c-408dc13d7e16,3.0,8.95,[A - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T2
c-49544ef06411,3.0,7.37,[B - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T2
c-4c2ed5751311,3.0,8.63,[A - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T2
c-5462c820412c,3.0,7.87,[B - ],v59-empty-program-students,s-3a4a5cb11613,2022-2023-T2
c-1a188d2c451b,3.0,6.07,[C - ],v59-empty-program-students,s-3ad0f18242d7,2022-2023-T1
c-2bfed93a0b26,3.0,5.12,[D+ - ],v59-empty-program-students,s-3ad0f18242d7,2022-2023-T1
c-352e32174d4e,3.0,5.89,[C - ],v59-empty-program-students,s-3ad0f18242d7,2022-2023-T1
c-43cae4e5c394,2.0,5.54,[C - ],v59-empty-program-students,s-3ad0f18242d7,2022-2023-T1
c-6bb8f40b2a54,3.0,4.93,Không đạt,v59-empty-program-students,s-3ad0f18242d7,2022-2023-T2
c-c4e904b83de5,3.0,4.89,Không đạt,v59-empty-program-students,s-3ad0f18242d7,2022-2023-T2
c-ed6818390809,3.0,5.07,[D+ - ],v59-empty-program-students,s-3ad0f18242d7,2022-2023-T2
c-f338efe66168,3.0,5.63,[C - ],v59-empty-program-students,s-3ad0f18242d7,2022-2023-T2
c-5c9788906a9f,3.0,7.76,[B - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T1
c-cade31bc95bd,3.0,6.45,[C - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T1
c-d1ffb00cf417,3.0,8.74,[A - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T1
c-df0a569707be,3.0,8.5,[B+ - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T1
c-32f439e69ee0,3.0,7.29,[B - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T2
c-6082877924c1,2.0,8.71,[A - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T2
c-68a9919cfb35,3.0,8.15,[B+ - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T2
c-d061787d5ab8,3.0,8.8,[A - ],v59-empty-program-students,s-3ad639b01260,2022-2023-T2
c-1428a91d9686,2.0,7.86,[B - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T1
c-30e7ee7545ee,3.0,7.32,[B - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T1
c-7dabf6f45f4d,3.0,8.09,[B+ - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T1
c-b5c2d371124a,3.0,9.22,[A - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T1
c-2198a3a24cae,3.0,7.55,[B - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T2
c-269d73a75945,2.0,7.69,[B - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T2
c-279d7125aa42,3.0,7.62,[B - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T2
c-dcaa7ba3bdb9,3.0,7.38,[B - ],v59-empty-program-students,s-3b00967ea79e,2022-2023-T2
c-271da1a3257c,3.0,6.05,[C - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T1
c-a13e9248a2ec,2.0,7.62,[B - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T1
c-bce316171be2,3.0,8.26,[B+ - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T1
c-d1fcbecb6fdd,3.0,6.75,[C+ - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T1
c-08c112dc49ca,2.0,5.45,[D+ - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T2
c-2280b1c99f12,3.0,6.01,[C - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T2
c-e5e6243ee6cc,3.0,4.93,Không đạt,v59-empty-program-students,s-3b97c672aefe,2022-2023-T2
c-f7e8401d3596,2.0,6.06,[C - ],v59-empty-program-students,s-3b97c672aefe,2022-2023-T2
c-376f33225512,3.0,7.54,[B - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T1
c-3a6059fe1860,3.0,7.84,[B - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T1
c-aa45d482f02b,3.0,7.05,[B - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T1
c-ead808971053,3.0,7.47,[B - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T1
c-37d6a9b2303f,3.0,6.27,[C - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T2
c-47d815e360e4,3.0,6.86,[C+ - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T2
c-5ac1b21de3da,3.0,7.36,[B - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T2
c-b2fc080f7db7,3.0,5.45,[D+ - ],v59-empty-program-students,s-3c325f027aba,2022-2023-T2
c-ac8a2be33112,2.0,5.01,[D+ - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T1
c-e44922243f2c,2.0,6.3,[C - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T1
c-e9f3a737380b,3.0,4.8,Không đạt,v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T1
c-ed3c7538c115,3.0,5.66,[C - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T1
c-47250024b7d1,3.0,7.67,[B - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T2
c-651c0298f15d,3.0,5.47,[D+ - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T2
c-cccb9854492c,3.0,5.99,[C - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T2
c-dd1e22595e1c,3.0,7.6,[B - ],v59-empty-program-students,s-3c3cdf85fed3,2022-2023-T2
c-2ab403c4cab6,3.0,7.77,[B - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T1
c-41c337985c96,2.0,8.15,[B+ - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T1
c-abcedc9e0a3d,2.0,6.47,[C - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T1
c-dfeaa2a7be13,3.0,6.59,[C+ - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T1
c-559ee845d6d7,3.0,6.56,[C+ - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T2
c-7f706a67f184,3.0,7.53,[B - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T2
c-a1f296d7ebd9,3.0,6.38,[C - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T2
c-c95abe5b26ae,3.0,5.46,[D+ - ],v59-empty-program-students,s-3f31cbda51f2,2022-2023-T2
c-1b6ab352dc30,3.0,6.7,[C+ - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T1
c-66a9d271d526,3.0,6.7,[C+ - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T1
c-6a00c59b784d,3.0,7.77,[B - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T1
c-b1ce18adeb68,3.0,5.73,[C - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T1
c-58deb1b04560,3.0,6.46,[C - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T2
c-614086128126,3.0,6.17,[C - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T2
c-7b7dc3e20a36,3.0,7.21,[B - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T2
c-835bb048923e,3.0,7.38,[B - ],v59-empty-program-students,s-3f48cfb1f9f7,2022-2023-T2
c-144c419c8b97,3.0,9.03,[A - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T1
c-b156a345c18f,3.0,6.16,[C - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T1
c-e1464979f4d1,3.0,6.85,[C+ - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T1
c-fce19091cbfd,2.0,5.17,[D+ - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T1
c-898e63cd8c59,3.0,5.55,[C - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T2
c-aa09787a4839,2.0,7.36,[B - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T2
c-d1b188c285d2,3.0,7.21,[B - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T2
c-f965be52583e,3.0,7.06,[B - ],v59-empty-program-students,s-3f5a6bdfa81b,2022-2023-T2
c-10378c833640,2.0,7.67,[B - ],v59-empty-program-students,s-4209c1071584,2022-2023-T1
c-2dda5a3dba94,3.0,8.12,[B+ - ],v59-empty-program-students,s-4209c1071584,2022-2023-T1
c-938a2a42e967,3.0,7.16,[B - ],v59-empty-program-students,s-4209c1071584,2022-2023-T1
c-94c193a01bb5,3.0,7.06,[B - ],v59-empty-program-students,s-4209c1071584,2022-2023-T1
c-4d63604ef76d,3.0,7.06,[B - ],v59-empty-program-students,s-4209c1071584,2022-2023-T2
c-a2c75a81f76c,2.0,9.0,[A - ],v59-empty-program-students,s-4209c1071584,2022-2023-T2
c-f1475c9cdf97,3.0,5.7,[C - ],v59-empty-program-students,s-4209c1071584,2022-2023-T2
c-fc47ea78ab6b,2.0,6.97,[C+ - ],v59-empty-program-students,s-4209c1071584,2022-2023-T2
c-1aa9d54a14f7,3.0,6.57,[C+ - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T1
c-7608597a628c,2.0,6.56,[C+ - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T1
c-9d545afc73a5,2.0,7.65,[B - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T1
c-b5d176d714fc,3.0,6.3,[C - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T1
c-063f0b4c5bd0,3.0,8.63,[A - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T2
c-2b33b7922fca,3.0,7.37,[B - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T2
c-c27b894d5e88,3.0,6.01,[C - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T2
c-cbe7293eeb4b,2.0,7.43,[B - ],v59-empty-program-students,s-42e36e9b1fc3,2022-2023-T2
c-70cb3043b763,3.0,9.17,[A - ],v59-empty-program-students,s-451578884680,2022-2023-T1
c-8ea828cc119a,3.0,9.03,[A - ],v59-empty-program-students,s-451578884680,2022-2023-T1
c-c24347f9a5bd,3.0,6.29,[C - ],v59-empty-program-students,s-451578884680,2022-2023-T1
c-c48c93ed592c,3.0,6.77,[C+ - ],v59-empty-program-students,s-451578884680,2022-2023-T1
c-3a8b236edbc5,3.0,9.03,[A - ],v59-empty-program-students,s-451578884680,2022-2023-T2
c-88ed06facc58,2.0,6.78,[C+ - ],v59-empty-program-students,s-451578884680,2022-2023-T2
c-a1c93f2e322e,3.0,8.42,[B+ - ],v59-empty-program-students,s-451578884680,2022-2023-T2
c-dbfdce1e84c0,3.0,8.15,[B+ - ],v59-empty-program-students,s-451578884680,2022-2023-T2
c-02838044d594,2.0,6.33,[C - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T1
c-44846852c99a,3.0,6.75,[C+ - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T1
c-aa55e917a8b2,3.0,6.17,[C - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T1
c-c2dd5d3d54ad,3.0,5.22,[D+ - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T1
c-7f33b33587af,3.0,6.78,[C+ - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T2
c-a4d748d7b4f0,3.0,7.62,[B - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T2
c-a7817f26db78,3.0,7.01,[B - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T2
c-b7f9bd980005,2.0,7.36,[B - ],v59-empty-program-students,s-4531c8e04414,2022-2023-T2
c-2859e4b0e46f,2.0,7.78,[B - ],v59-empty-program-students,s-455f04eca517,2022-2023-T1
c-2ed53a080279,3.0,8.71,[A - ],v59-empty-program-students,s-455f04eca517,2022-2023-T1
c-8a4fb2cf795f,3.0,7.26,[B - ],v59-empty-program-students,s-455f04eca517,2022-2023-T1
c-8f55236b6cd3,2.0,7.22,[B - ],v59-empty-program-students,s-455f04eca517,2022-2023-T1
c-34f53789ad5c,2.0,7.65,[B - ],v59-empty-program-students,s-455f04eca517,2022-2023-T2
c-3b668020a816,3.0,6.48,[C - ],v59-empty-program-students,s-455f04eca517,2022-2023-T2
c-b3e68ce6295c,3.0,6.63,[C+ - ],v59-empty-program-students,s-455f04eca517,2022-2023-T2
c-e7e8ed72220f,3.0,8.45,[B+ - ],v59-empty-program-students,s-455f04eca517,2022-2023-T2
c-07a6d66915fa,3.0,7.37,[B - ],v59-empty-program-students,s-45e495873609,2022-2023-T1
c-10cb25a8298a,3.0,5.09,[D+ - ],v59-empty-program-students,s-45e495873609,2022-2023-T1
c-2c097056218f,2.0,7.41,[B - ],v59-empty-program-students,s-45e495873609,2022-2023-T1
c-9ec9e4dbaa20,3.0,4.56,Không đạt,v59-empty-program-students,s-45e495873609,2022-2023-T1
c-0977aa5c42b8,2.0,4.96,Không đạt,v59-empty-program-students,s-45e495873609,2022-2023-T2
c-76b68c41d27a,3.0,6.1,[C - ],v59-empty-program-students,s-45e495873609,2022-2023-T2
c-9a563a42bb33,3.0,6.01,[C - ],v59-empty-program-students,s-45e495873609,2022-2023-T2
c-d0e422dabdb2,3.0,5.0,[D+ - ],v59-empty-program-students,s-45e495873609,2022-2023-T2
c-2d06b16e62c9,3.0,7.25,[B - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T1
c-45e580e2a337,3.0,8.39,[B+ - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T1
c-5728c0702d72,3.0,6.51,[C+ - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T1
c-f4f0082b1542,3.0,5.66,[C - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T1
c-3401d9134899,3.0,7.82,[B - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T2
c-51094a26925e,2.0,6.9,[C+ - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T2
c-d94bf162eeb8,3.0,8.37,[B+ - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T2
c-f1ebf2b57341,3.0,7.45,[B - ],v59-empty-program-students,s-476e9d4c08cc,2022-2023-T2
c-0a55ee29776a,3.0,6.92,[C+ - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T1
c-16af7a591454,3.0,5.09,[D+ - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T1
c-9be32670ebc5,3.0,7.48,[B - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T1
c-eb1845b7eaa3,3.0,6.99,[C+ - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T1
c-1812345fb1ea,3.0,5.8,[C - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T2
c-23ce2c7ee2f4,2.0,7.69,[B - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T2
c-827a81f4ce6f,3.0,6.85,[C+ - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T2
c-d7200cfa4acb,3.0,7.67,[B - ],v59-empty-program-students,s-47759bc9cab4,2022-2023-T2
c-005aae62b23f,3.0,7.01,[B - ],v59-empty-program-students,s-4835f9d36da7,2022-2023-T1
c-451cb09c7750,3.0,5.78,[C - ],v59-empty-program-students,s-4835f9d36da7,2022-2023-T1
c-930ddcf8e3c4,3.0,4.55,Không đạt,v59-empty-program-students,s-4835f9d36da7,2022-2023-T1
c-b620c25ee29a,3.0,4.58,Không đạt,v59-empty-program-students,s-4835f9d36da7,2022-2023-T1
c-0f0621eff29c,2.0,7.18,[B - ],v59-empty-program-students,s-4835f9d36da7,2022-2023-T2
c-1d7d518bc35f,3.0,7.27,[B - ],v59-empty-program-students,s-4835f9d36da7,2022-2023-T2
c-33d5642f9560,3.0,6.93,[C+ - ],v59-empty-program-students,s-4835f9d36da7,2022-2023-T2
c-e2b07876524c,3.0,5.0,Không đạt,v59-empty-program-students,s-4835f9d36da7,2022-2023-T2
c-2038df06fb94,3.0,6.84,[C+ - ],v59-empty-program-students,s-49b508990608,2022-2023-T1
c-40fe27083d44,3.0,7.55,[B - ],v59-empty-program-students,s-49b508990608,2022-2023-T1
c-d4bfbfee2c1d,3.0,5.24,[D+ - ],v59-empty-program-students,s-49b508990608,2022-2023-T1
c-ed72b1bfe9ba,3.0,4.79,Không đạt,v59-empty-program-students,s-49b508990608,2022-2023-T1
c-01e93f57d14f,3.0,5.18,[D+ - ],v59-empty-program-students,s-49b508990608,2022-2023-T2
c-535c166f4643,3.0,5.33,[D+ - ],v59-empty-program-students,s-49b508990608,2022-2023-T2
c-53950890e4b1,3.0,3.98,Không đạt,v59-empty-program-students,s-49b508990608,2022-2023-T2
c-9ea6d58f0b30,3.0,6.58,[C+ - ],v59-empty-program-students,s-49b508990608,2022-2023-T2
c-65752c137e22,3.0,7.74,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T1
c-b793d27469dc,3.0,7.77,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T1
c-cc80fdc7ab58,2.0,7.24,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T1
c-eff976c2b5c4,3.0,7.5,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T1
c-82369fc7c97c,3.0,7.16,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T2
c-98535fa69ac4,3.0,7.25,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T2
c-b85b12925031,3.0,7.66,[B - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T2
c-c9108393090f,3.0,8.23,[B+ - ],v59-empty-program-students,s-49c790fb7bf9,2022-2023-T2
c-27f265cdc44e,3.0,5.64,[C - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T1
c-33b0dc30f448,3.0,7.85,[B - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T1
c-e483e3011d46,2.0,6.81,[C+ - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T1
c-ecfe5bd0337e,3.0,6.63,[C+ - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T1
c-6ae62e650795,3.0,7.1,[B - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T2
c-8f7da9d13e5a,3.0,6.18,[C - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T2
c-bb0f8c032e23,3.0,6.0,[C - ],v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T2
c-c869e6d99d82,3.0,4.76,Không đạt,v59-empty-program-students,s-4b85e6d4f61a,2022-2023-T2
c-5da33839e082,3.0,5.22,[D+ - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T1
c-a73f57b49580,2.0,6.21,[C - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T1
c-c51c604c8087,3.0,6.73,[C+ - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T1
c-cac417cde261,3.0,6.56,[C+ - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T1
c-125e466adb42,3.0,7.33,[B - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T2
c-46b85f241dcb,3.0,8.24,[B+ - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T2
c-93ec9e3195d9,2.0,5.87,[C - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T2
c-95c2bf30beef,3.0,9.4,[A - ],v59-empty-program-students,s-4ef8eb0696c9,2022-2023-T2
c-016b5db3656c,2.0,6.99,[C+ - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T1
c-0c1eaa8da32a,2.0,6.44,[C - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T1
c-33a575f7796a,2.0,8.08,[B+ - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T1
c-6c7f05bbc178,3.0,6.64,[C+ - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T1
c-02c4423084cf,3.0,6.66,[C+ - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T2
c-0f2a5a70389a,3.0,7.04,[B - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T2
c-725b7859ec09,3.0,6.0,[C - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T2
c-7590ba774512,3.0,5.79,[C - ],v59-empty-program-students,s-4eff5aaecc7a,2022-2023-T2
c-320abba33a55,3.0,5.19,[D+ - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T1
c-8d2f9c9c188d,3.0,6.37,[C - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T1
c-a2ec4babd78b,3.0,5.03,[D+ - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T1
c-f3114d9f93c9,2.0,5.98,[C - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T1
c-0ded62a76a80,3.0,6.2,[C - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T2
c-8f80db17fa09,3.0,5.52,[C - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T2
c-f7f682be7dba,2.0,6.01,[C - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T2
c-fe4a0a397e24,2.0,5.56,[C - ],v59-empty-program-students,s-4f2e01ce78bd,2022-2023-T2
